"Creative name","Dimensions (width x height)","Third-party tag","Landing page URL","Expanding direction","Expands on hover (""Yes"" or ""No"")","Requires HTML5 (""Yes"" or ""No"")","Requires MRAID (""Yes"" or ""No"")","Requires ping for attribution (""Yes"" or ""No"")","Integration code (Optional)","Notes (Optional)"
"amresorts-es_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/es/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130304"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130304.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/es/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130305"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130305.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/es/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130306"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130306.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/es/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130307"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130307.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/es/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130308"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130308.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/es/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130309"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130309.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/es/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130310"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130310.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/es/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130311"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130311.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/es/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130312"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130312.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/es/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130313"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130313.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/es/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130314"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130314.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/es/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130315"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130315.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/es/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130316"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130316.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/es/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130317"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130317.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/es/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130318"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130318.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/es/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130319"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130319.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/es/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130320"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130320.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/es/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130321"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130321.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/es/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130322"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130322.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/es/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130323"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130323.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/es/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130324"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130324.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/es/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130325"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130325.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/en/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130326"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130326.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/en/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130327"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130327.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/en/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130328"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130328.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/en/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130329"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130329.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/en/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130330"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130330.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/zoetry/en/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130331"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130331.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/en/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130332"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130332.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/en/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130333"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130333.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/en/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130334"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130334.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/en/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130335"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130335.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/en/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130336"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130336.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/en/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130337"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130337.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
